Id,Label,patent_title,link,data,assignee,abstract
,"7,452,546",Particles containing agricultural active ingredients,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2Fsearch-adv.htm&r=15&f=G&l=50&d=PALL&S1=5360892.UREF.&OS=ref/5360892&RS=REF/5360892,"November 18, 2008",,
,"7,608,329","Polylactic acid resin, textile products obtained therefrom, and processes
     for producing textile products",http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2Fsearch-adv.htm&r=14&f=G&l=50&d=PALL&S1=5360892.UREF.&OS=ref/5360892&RS=REF/5360892,"October 27, 2009",,
,"7,638,090",Surveying sterilizer methods and systems,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2Fsearch-adv.htm&r=13&f=G&l=50&d=PALL&S1=5360892.UREF.&OS=ref/5360892&RS=REF/5360892,"December 29, 2009",,
,"7,754,156",Surveying sterilizer methods and systems,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2Fsearch-adv.htm&r=12&f=G&l=50&d=PALL&S1=5360892.UREF.&OS=ref/5360892&RS=REF/5360892,"July 13, 2010",,
,"7,989,061","Polylactic acid resin, textile products obtained therefrom, and processes
     for producing textile products",http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2Fsearch-adv.htm&r=11&f=G&l=50&d=PALL&S1=5360892.UREF.&OS=ref/5360892&RS=REF/5360892,"August 2, 2011",,
,"8,114,342",Methods and systems for monitoring sterilization status,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2Fsearch-adv.htm&r=10&f=G&l=50&d=PALL&S1=5360892.UREF.&OS=ref/5360892&RS=REF/5360892,"February 14, 2012",,
,"8,178,042",Methods and systems for monitoring sterilization status,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2Fsearch-adv.htm&r=9&f=G&l=50&d=PALL&S1=5360892.UREF.&OS=ref/5360892&RS=REF/5360892,"May 15, 2012",,
,"8,277,724",Sterilization methods and systems,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2Fsearch-adv.htm&r=8&f=G&l=50&d=PALL&S1=5360892.UREF.&OS=ref/5360892&RS=REF/5360892,"October 2, 2012",,
,"8,343,710",Photodegradable groups for tunable polymeric materials,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2Fsearch-adv.htm&r=7&f=G&l=50&d=PALL&S1=5360892.UREF.&OS=ref/5360892&RS=REF/5360892,"January 1, 2013",,
,"8,758,679",Surveying sterilizer methods and systems,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2Fsearch-adv.htm&r=6&f=G&l=50&d=PALL&S1=5360892.UREF.&OS=ref/5360892&RS=REF/5360892,"June 24, 2014",,
,"8,851,084",Cellulose acetate compositions,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2Fsearch-adv.htm&r=5&f=G&l=50&d=PALL&S1=5360892.UREF.&OS=ref/5360892&RS=REF/5360892,"October 7, 2014",,
,"8,932,535",Surveying sterilizer methods and systems,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2Fsearch-adv.htm&r=4&f=G&l=50&d=PALL&S1=5360892.UREF.&OS=ref/5360892&RS=REF/5360892,"January 13, 2015",,
,"8,992,837",Methods and systems for monitoring sterilization status,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2Fsearch-adv.htm&r=3&f=G&l=50&d=PALL&S1=5360892.UREF.&OS=ref/5360892&RS=REF/5360892,"March 31, 2015",,
,"9,085,660",Blends of a polylactic acid and a water soluble polymer,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2Fsearch-adv.htm&r=2&f=G&l=50&d=PALL&S1=5360892.UREF.&OS=ref/5360892&RS=REF/5360892,"July 21, 2015",,
,"9,180,196",Photodegradable groups for tunable polymeric materials,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2Fsearch-adv.htm&r=1&f=G&l=50&d=PALL&S1=5360892.UREF.&OS=ref/5360892&RS=REF/5360892,"November 10, 2015",,
,"5,366,508","Apparatus for biodegradable, osteogenic, bone graft substitute device",http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=597&f=G&l=50&d=PTXT&s1=%22polylactic+acid%22.ABTX.&p=12&OS=ABST/%22polylactic+acid%22&RS=ABST/%22polylactic+acid%22,"November 22, 1994","THM Biomedical, Inc
 (Duluth, 
MN)","Device and method for treating mammalian bone deficiencies, defects, voids
     and conformational discontinuities produced by congenital deformities,
     osseous and/or soft tissue pathology, traumatic injuries and functional
     atrophy is described. The device is a one piece molded body member
     composed of four substances, each of which contributes to the device, a
     specific requirement (or requirements) for osteogenesis and/or
     osteoneogenesis. Taken as a whole, the functions of these device
     constituents are integrated into a single body member which, when
     implanted into a bone defect, has the capacity to restore functional
     architecture and mechanical integrity, initiate osteoinduction and
     osteogenesis, and maintain the biological process of bone formation and
     remodeling while the host organism is simultaneously biodegrading the body
     member. The ultimate result of the functioning is formation of healthy,
     viable bone tissue where there was not bone before, while, simultaneously,
     the entire device is hydrolyzed and completely metabolized by the host
     organism. The device comprises four disparate elements: POLYLACTIC ACID,
     HYALURONIC ACID BONE MORPHOGENETIC PROTEIN and BONE DERIVED GROWTH FACTOR.
     Working together, these elements provide the following five biological
     functions prerequisite to the processes of osteoneogenesis: structural
     competence (polylactic acid), chemotaxis (hyaluronic acid),
     electronegative field (hyaluronic acid and physical-chemical
     electrokinetic events), osteoinduction (bone morphogenetic protein), and
     osteogenesis (bone derived growth factor)."
,"5,817,472",Detection of motile fungal zoospores in a sample,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=2&u=%2Fnetahtml%2Fsearch-adv.htm&r=100&f=G&l=50&d=PALL&S1=5366508.UREF.&OS=ref/5366508&RS=REF/5366508,"October 6, 1998",,
,"5,855,608",Device and methods for in vivo culturing of diverse tissue cells,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=2&u=%2Fnetahtml%2Fsearch-adv.htm&r=99&f=G&l=50&d=PALL&S1=5366508.UREF.&OS=ref/5366508&RS=REF/5366508,"January 5, 1999",,
,"5,904,717",Method and device for reconstruction of articular cartilage,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=2&u=%2Fnetahtml%2Fsearch-adv.htm&r=98&f=G&l=50&d=PALL&S1=5366508.UREF.&OS=ref/5366508&RS=REF/5366508,"May 18, 1999",,
,"5,919,234","Resorbable, macro-porous, non-collapsing and flexible membrane barrier
     for skeletal repair and regeneration",http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=2&u=%2Fnetahtml%2Fsearch-adv.htm&r=97&f=G&l=50&d=PALL&S1=5366508.UREF.&OS=ref/5366508&RS=REF/5366508,"July 6, 1999",,
,"5,935,594",Process and device for treating and healing a tissue deficiency,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=2&u=%2Fnetahtml%2Fsearch-adv.htm&r=96&f=G&l=50&d=PALL&S1=5366508.UREF.&OS=ref/5366508&RS=REF/5366508,"August 10, 1999",,
,"5,939,323",Hyaluronan based biodegradable scaffolds for tissue repair,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=2&u=%2Fnetahtml%2Fsearch-adv.htm&r=95&f=G&l=50&d=PALL&S1=5366508.UREF.&OS=ref/5366508&RS=REF/5366508,"August 17, 1999",,
,"5,942,496",Methods and compositions for multiple gene transfer into bone cells,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=2&u=%2Fnetahtml%2Fsearch-adv.htm&r=94&f=G&l=50&d=PALL&S1=5366508.UREF.&OS=ref/5366508&RS=REF/5366508,"August 24, 1999",,
,"5,962,427",In vivo gene transfer methods for wound healing,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=2&u=%2Fnetahtml%2Fsearch-adv.htm&r=93&f=G&l=50&d=PALL&S1=5366508.UREF.&OS=ref/5366508&RS=REF/5366508,"October 5, 1999",,
,"5,964,807",Compositions and methods for intervertebral disc reformation,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=2&u=%2Fnetahtml%2Fsearch-adv.htm&r=92&f=G&l=50&d=PALL&S1=5366508.UREF.&OS=ref/5366508&RS=REF/5366508,"October 12, 1999",,
,"5,981,825",Device and methods for in vivo culturing of diverse tissue cells,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=2&u=%2Fnetahtml%2Fsearch-adv.htm&r=91&f=G&l=50&d=PALL&S1=5366508.UREF.&OS=ref/5366508&RS=REF/5366508,"November 9, 1999",,
,"5,984,967",Osteogenic fusion devices,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=2&u=%2Fnetahtml%2Fsearch-adv.htm&r=90&f=G&l=50&d=PALL&S1=5366508.UREF.&OS=ref/5366508&RS=REF/5366508,"November 16, 1999",,
,"6,005,161",Method and device for reconstruction of articular cartilage,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=2&u=%2Fnetahtml%2Fsearch-adv.htm&r=89&f=G&l=50&d=PALL&S1=5366508.UREF.&OS=ref/5366508&RS=REF/5366508,"December 21, 1999",,
,"6,074,840",Recombinant production of latent TGF-beta binding protein-3 (LTBP-3),http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=2&u=%2Fnetahtml%2Fsearch-adv.htm&r=88&f=G&l=50&d=PALL&S1=5366508.UREF.&OS=ref/5366508&RS=REF/5366508,"June 13, 2000",,
,"6,077,076",Bone augmentation for prosthetic implants and the like,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=2&u=%2Fnetahtml%2Fsearch-adv.htm&r=87&f=G&l=50&d=PALL&S1=5366508.UREF.&OS=ref/5366508&RS=REF/5366508,"June 20, 2000",,
,"6,083,264","Implant material for replacing or augmenting living bone tissue
     involving thermoplastic syntactic foam",http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=2&u=%2Fnetahtml%2Fsearch-adv.htm&r=86&f=G&l=50&d=PALL&S1=5366508.UREF.&OS=ref/5366508&RS=REF/5366508,"July 4, 2000",,
,"6,136,029",Bone substitute materials,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=2&u=%2Fnetahtml%2Fsearch-adv.htm&r=85&f=G&l=50&d=PALL&S1=5366508.UREF.&OS=ref/5366508&RS=REF/5366508,"October 24, 2000",,
,"6,143,036",Bone augmentation for prosthetic implants and the like,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=2&u=%2Fnetahtml%2Fsearch-adv.htm&r=84&f=G&l=50&d=PALL&S1=5366508.UREF.&OS=ref/5366508&RS=REF/5366508,"November 7, 2000",,
,"6,214,049","Method and apparatus for augmentating osteointegration of prosthetic
     implant devices",http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=2&u=%2Fnetahtml%2Fsearch-adv.htm&r=83&f=G&l=50&d=PALL&S1=5366508.UREF.&OS=ref/5366508&RS=REF/5366508,"April 10, 2001",,
,"6,240,926",Compositions and methods for intervertebral disc reformation,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=2&u=%2Fnetahtml%2Fsearch-adv.htm&r=82&f=G&l=50&d=PALL&S1=5366508.UREF.&OS=ref/5366508&RS=REF/5366508,"June 5, 2001",,
,"6,264,701",Device and methods for in vivo culturing of diverse tissue cells,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=2&u=%2Fnetahtml%2Fsearch-adv.htm&r=81&f=G&l=50&d=PALL&S1=5366508.UREF.&OS=ref/5366508&RS=REF/5366508,"July 24, 2001",,
,"6,294,202","Compositions containing polyanionic polysaccharides and hydrophobic
     bioabsorbable polymers",http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=2&u=%2Fnetahtml%2Fsearch-adv.htm&r=80&f=G&l=50&d=PALL&S1=5366508.UREF.&OS=ref/5366508&RS=REF/5366508,"September 25, 2001",,
,"6,296,667",Bone substitutes,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=2&u=%2Fnetahtml%2Fsearch-adv.htm&r=79&f=G&l=50&d=PALL&S1=5366508.UREF.&OS=ref/5366508&RS=REF/5366508,"October 2, 2001",,
,"6,299,905",Bioerodable polymeric adhesives for tissue repair,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=2&u=%2Fnetahtml%2Fsearch-adv.htm&r=78&f=G&l=50&d=PALL&S1=5366508.UREF.&OS=ref/5366508&RS=REF/5366508,"October 9, 2001",,
,"6,300,127","Bone mineralization proteins, DNA, vectors, expression systems",http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=2&u=%2Fnetahtml%2Fsearch-adv.htm&r=77&f=G&l=50&d=PALL&S1=5366508.UREF.&OS=ref/5366508&RS=REF/5366508,"October 9, 2001",,
,"6,302,916",Polyurethane and so forth containing joints,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=2&u=%2Fnetahtml%2Fsearch-adv.htm&r=76&f=G&l=50&d=PALL&S1=5366508.UREF.&OS=ref/5366508&RS=REF/5366508,"October 16, 2001",,
,"6,371,988",Bone grafts,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=2&u=%2Fnetahtml%2Fsearch-adv.htm&r=75&f=G&l=50&d=PALL&S1=5366508.UREF.&OS=ref/5366508&RS=REF/5366508,"April 16, 2002",,
,"6,444,803","Bone mineralization proteins, DNA, vectors, expression systems",http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=2&u=%2Fnetahtml%2Fsearch-adv.htm&r=74&f=G&l=50&d=PALL&S1=5366508.UREF.&OS=ref/5366508&RS=REF/5366508,"September 3, 2002",,
,"6,461,385","Method and apparatus for augmenting osteointegration of prosthetic implant
     devices",http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=2&u=%2Fnetahtml%2Fsearch-adv.htm&r=73&f=G&l=50&d=PALL&S1=5366508.UREF.&OS=ref/5366508&RS=REF/5366508,"October 8, 2002",,
,"6,471,993",Three-dimensional polymer matrices,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=2&u=%2Fnetahtml%2Fsearch-adv.htm&r=72&f=G&l=50&d=PALL&S1=5366508.UREF.&OS=ref/5366508&RS=REF/5366508,"October 29, 2002",,
,"6,485,521",Orthopedic implant having a porous surface and method of making same,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=2&u=%2Fnetahtml%2Fsearch-adv.htm&r=71&f=G&l=50&d=PALL&S1=5366508.UREF.&OS=ref/5366508&RS=REF/5366508,"November 26, 2002",,
,"6,521,750","Bone mineralization proteins, DNA, vectors, expression systems",http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=2&u=%2Fnetahtml%2Fsearch-adv.htm&r=70&f=G&l=50&d=PALL&S1=5366508.UREF.&OS=ref/5366508&RS=REF/5366508,"February 18, 2003",,
,"6,527,810",Bone substitutes,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=2&u=%2Fnetahtml%2Fsearch-adv.htm&r=69&f=G&l=50&d=PALL&S1=5366508.UREF.&OS=ref/5366508&RS=REF/5366508,"March 4, 2003",,
,"6,528,483",Method of producing concentrated non-buffered solutions of fibronectin,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=2&u=%2Fnetahtml%2Fsearch-adv.htm&r=68&f=G&l=50&d=PALL&S1=5366508.UREF.&OS=ref/5366508&RS=REF/5366508,"March 4, 2003",,
,"6,551,618","Compositions and methods for delivery of agents for neuronal regeneration
     and survival",http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=2&u=%2Fnetahtml%2Fsearch-adv.htm&r=67&f=G&l=50&d=PALL&S1=5366508.UREF.&OS=ref/5366508&RS=REF/5366508,"April 22, 2003",,
,"6,569,442","Preparation of polymer foam having gelled sol coating for intervertebral
     disc reformation",http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=2&u=%2Fnetahtml%2Fsearch-adv.htm&r=66&f=G&l=50&d=PALL&S1=5366508.UREF.&OS=ref/5366508&RS=REF/5366508,"May 27, 2003",,
,"6,613,091",Spinal fusion implants and tools for insertion and revision,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=2&u=%2Fnetahtml%2Fsearch-adv.htm&r=65&f=G&l=50&d=PALL&S1=5366508.UREF.&OS=ref/5366508&RS=REF/5366508,"September 2, 2003",,
,"6,632,247",Implants formed of coupled bone,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=2&u=%2Fnetahtml%2Fsearch-adv.htm&r=64&f=G&l=50&d=PALL&S1=5366508.UREF.&OS=ref/5366508&RS=REF/5366508,"October 14, 2003",,
,"6,645,206",Interbody fusion device and method for restoration of normal spinal anatomy,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=2&u=%2Fnetahtml%2Fsearch-adv.htm&r=63&f=G&l=50&d=PALL&S1=5366508.UREF.&OS=ref/5366508&RS=REF/5366508,"November 11, 2003",,
,"6,703,041","Compositions containing polyanionic polysaccharides and hydrophobic
     bioabsorbable polymers",http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=2&u=%2Fnetahtml%2Fsearch-adv.htm&r=62&f=G&l=50&d=PALL&S1=5366508.UREF.&OS=ref/5366508&RS=REF/5366508,"March 9, 2004",,
,"6,733,787",Bioerodable polymeric adhesives for tissue repair,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=2&u=%2Fnetahtml%2Fsearch-adv.htm&r=61&f=G&l=50&d=PALL&S1=5366508.UREF.&OS=ref/5366508&RS=REF/5366508,"May 11, 2004",,
,"6,774,105",Methods of using latent TGF-.beta. binding proteins,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=2&u=%2Fnetahtml%2Fsearch-adv.htm&r=60&f=G&l=50&d=PALL&S1=5366508.UREF.&OS=ref/5366508&RS=REF/5366508,"August 10, 2004",,
,"6,776,800",Implants formed with demineralized bone,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=2&u=%2Fnetahtml%2Fsearch-adv.htm&r=59&f=G&l=50&d=PALL&S1=5366508.UREF.&OS=ref/5366508&RS=REF/5366508,"August 17, 2004",,
,"6,858,431","Bone mineralization proteins, DNA, vectors expression systems",http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=2&u=%2Fnetahtml%2Fsearch-adv.htm&r=58&f=G&l=50&d=PALL&S1=5366508.UREF.&OS=ref/5366508&RS=REF/5366508,"February 22, 2005",,
,"6,899,107","Osteoinduction of cortical bone allografts by coating with biopolymers
     seeded with recipient periosteal bone cells",http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=2&u=%2Fnetahtml%2Fsearch-adv.htm&r=57&f=G&l=50&d=PALL&S1=5366508.UREF.&OS=ref/5366508&RS=REF/5366508,"May 31, 2005",,
,"6,923,985",Bioerodable polymeric adhesives for tissue repair,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=2&u=%2Fnetahtml%2Fsearch-adv.htm&r=56&f=G&l=50&d=PALL&S1=5366508.UREF.&OS=ref/5366508&RS=REF/5366508,"August 2, 2005",,
,"6,966,929",Artificial vertebral disk replacement implant with a spacer,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=2&u=%2Fnetahtml%2Fsearch-adv.htm&r=55&f=G&l=50&d=PALL&S1=5366508.UREF.&OS=ref/5366508&RS=REF/5366508,"November 22, 2005",,
,"6,986,788",Intervertebral allograft spacer,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=2&u=%2Fnetahtml%2Fsearch-adv.htm&r=54&f=G&l=50&d=PALL&S1=5366508.UREF.&OS=ref/5366508&RS=REF/5366508,"January 17, 2006",,
,"7,083,649",Artificial vertebral disk replacement implant with translating pivot point,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=2&u=%2Fnetahtml%2Fsearch-adv.htm&r=53&f=G&l=50&d=PALL&S1=5366508.UREF.&OS=ref/5366508&RS=REF/5366508,"August 1, 2006",,
,"7,087,087",Implants formed of coupled bone,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=2&u=%2Fnetahtml%2Fsearch-adv.htm&r=52&f=G&l=50&d=PALL&S1=5366508.UREF.&OS=ref/5366508&RS=REF/5366508,"August 8, 2006",,
,"7,112,320",Solid wound healing formulations containing fibronectin,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=2&u=%2Fnetahtml%2Fsearch-adv.htm&r=51&f=G&l=50&d=PALL&S1=5366508.UREF.&OS=ref/5366508&RS=REF/5366508,"September 26, 2006",,
,"7,122,205",Bioerodable polymeric adhesives for tissue repair,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2Fsearch-adv.htm&r=50&f=G&l=50&d=PALL&S1=5366508.UREF.&OS=ref/5366508&RS=REF/5366508,"October 17, 2006",,
,"7,238,186","Interbody fusion device and method for restoration of normal spinal
     anatomy",http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2Fsearch-adv.htm&r=49&f=G&l=50&d=PALL&S1=5366508.UREF.&OS=ref/5366508&RS=REF/5366508,"July 3, 2007",,
,"7,273,496","Artificial vertebral disk replacement implant with crossbar spacer and
     method",http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2Fsearch-adv.htm&r=48&f=G&l=50&d=PALL&S1=5366508.UREF.&OS=ref/5366508&RS=REF/5366508,"September 25, 2007",,
,"7,276,081",Bone grafts,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2Fsearch-adv.htm&r=47&f=G&l=50&d=PALL&S1=5366508.UREF.&OS=ref/5366508&RS=REF/5366508,"October 2, 2007",,
,"7,300,465",Intervertebral allograft spacer,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2Fsearch-adv.htm&r=46&f=G&l=50&d=PALL&S1=5366508.UREF.&OS=ref/5366508&RS=REF/5366508,"November 27, 2007",,
,"7,309,232",Methods for treating dental conditions using tissue scaffolds,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2Fsearch-adv.htm&r=45&f=G&l=50&d=PALL&S1=5366508.UREF.&OS=ref/5366508&RS=REF/5366508,"December 18, 2007",,
,"7,320,707","Method of laterally inserting an artificial vertebral disk replacement
     implant with crossbar spacer",http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2Fsearch-adv.htm&r=44&f=G&l=50&d=PALL&S1=5366508.UREF.&OS=ref/5366508&RS=REF/5366508,"January 22, 2008",,
,"7,427,284",Fixation technology,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2Fsearch-adv.htm&r=43&f=G&l=50&d=PALL&S1=5366508.UREF.&OS=ref/5366508&RS=REF/5366508,"September 23, 2008",,
,"7,452,379","Artificial vertebral disk replacement implant with crossbar spacer and
     method",http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2Fsearch-adv.htm&r=42&f=G&l=50&d=PALL&S1=5366508.UREF.&OS=ref/5366508&RS=REF/5366508,"November 18, 2008",,
